trailid,title,aka,activitytype,difficulty,status,condition,region_title,rid,difficulty_system,trailtype,usage,direction,season,unsanctioned,hidden,rating,ridden,total_checkins,total_reports,total_photos,total_videos,faved,views,global_rank,created,land_manager,closed,wet_weather,distance,time,alt_change,alt_max,alt_climb,alt_descent,grade,dst_climb,dst_descent,dst_flat,alias,inventory_exclude,trail_association,sponsors,builders,maintainer","3796","Beginner Loop","","1","Green","All Clear / Green","Dry","Lebanon Hills","3438","0","Singletrack","Biking Only","One Direction","","0","0","4.8","1168","10303","86","1","0","0","2679","1263","2014-06-04 3:26pm","","0","0","3,015","195","-3","976","31","-31","-0.1","915","774","1,214","https://www.trailforks.com/trails/beginner-loop-3796/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"222722","Black Connector","","1","Blue","All Clear / Green","Unknown","Lebanon Hills","3438","0","Singletrack","Biking Only","One Direction","","0","0","4","713","4691","31","0","0","0","264","12509","2019-09-20 9:51am","","0","0","384","26","-10","1,042","0","-8","-2.5","0","384","0","https://www.trailforks.com/trails/black-connector-222722/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"536473","Blue to Trailhead","","1","Blue","All Clear / Green","Ideal","Lebanon Hills","3438","0","Singletrack","Multi-use","One Direction","","0","0","0","374","1331","7","0","0","0","76","0","2022-05-13 5:27pm","","0","0","341","25","11","934","10","0","3.4","253","0","89","https://www.trailforks.com/trails/blue-to-trailhead/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"480440","Connector","","0","Green","All Clear / Green","Unknown","Lebanon Hills","3438","0","Singletrack","Multi-use","Both Directions","","0","0","0","6","6","3","0","0","0","55","0","2021-10-31 8:58am","","0","0","335","0","8","993","8","0","2.3","259","0","75","https://www.trailforks.com/trails/connector-480440/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"115660","Easy Flow Loop","","1","Green","All Clear / Green","Very Dry","Lebanon Hills","3438","0","Singletrack","Biking Primary","Both Directions","","0","0","3.5","923","8737","31","0","0","0","889","7584","2018-01-20 11:57pm","","0","0","705","25","0","1,020","22","-23","0.002","342","347","16","https://www.trailforks.com/trails/easy-flow-loop/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"115661","Easy Slalom","","1","Green","All Clear / Green","Very Dry","Lebanon Hills","3438","0","Singletrack","Biking Primary","Downhill Only","","0","0","4","846","6179","31","0","0","0","749","5540","2018-01-20 11:58pm","","0","0","375","19","-21","1,019","0","-21","-5.604","26","253","32","https://www.trailforks.com/trails/easy-slalom/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"3795","Intermediate","","1","Blue","Minor Issue / Yellow","Dry","Lebanon Hills","3438","0","Singletrack","Biking Primary","One Direction","","0","0","4.55","1188","9739","81","12","1","4","4282","1426","2014-06-04 3:25pm","","0","0","24,350","1819","-34","1,079","369","-403","-0.1","8,983","10,039","5,328","https://www.trailforks.com/trails/intermediate-3795/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"3800","Last Climb","","1","Black Diamond","Significant Issue / Amber","Dry","Lebanon Hills","3438","0","Singletrack","Biking Primary","Uphill Primary","","0","0","4.45","1009","8924","57","0","0","0","1886","2100","2014-06-04 3:35pm","","0","0","2,629","244","-56","1,031","72","-128","-2.129","783","1,491","354","https://www.trailforks.com/trails/last-climb-3800/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"143275","Mamas Calling","","1","Blue","All Clear / Green","Dry","Lebanon Hills","3438","0","Singletrack","Biking Primary","One Direction","","0","0","3.5","662","3321","19","1","0","0","683","37849","2018-08-22 9:17pm","","0","0","373","15","-21","1,018","0","-21","-5.71","0","302","71","https://www.trailforks.com/trails/mamas-calling/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"557024","Parking Access","","1","Secondary Access Road/Trail","All Clear / Green","Unknown","Lebanon Hills","3438","0","Asphalt/Tarmac Road","Multi-use","Both Directions","","0","0","0","150","445","3","0","0","0","22","0","2022-08-03 8:34am","","0","0","689","0","6","948","5","0","0.8","256","0","384","https://www.trailforks.com/trails/parking-access-557024/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"115658","Rocky Top","","1","Black Diamond","All Clear / Green","Ideal","Lebanon Hills","3438","0","Singletrack","Biking Only","One Direction","","0","0","3","1088","20176","51","0","0","0","1402","4368","2018-01-20 11:47pm","","0","0","734","61","-1","1,129","17","-19","-0.121","219","375","140","https://www.trailforks.com/trails/rocky-top-115658/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"557063","Skills Access Connector","","0","Secondary Access Road/Trail","All Clear / Green","Unknown","Lebanon Hills","3438","0","Gravel Path","Multi-use","Both Directions","","0","0","0","120","259","3","0","0","0","30","0","2022-08-03 9:43am","","0","0","105","0","-1","943","0","0","-0.6","0","0","0","https://www.trailforks.com/trails/skills-access-connector/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"560243","Skinny Trail #1","","1","Green","All Clear / Green","Unknown","Lebanon Hills","3438","0","Singletrack","Multi-use","One Direction","","0","0","0","45","74","2","0","0","0","34","0","2022-08-12 9:48am","","0","0","190","0","0","942","0","0","0","0","0","0","https://www.trailforks.com/trails/skinny-trail-1/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"560244","Skinny Trail #2","","1","Blue","All Clear / Green","Unknown","Lebanon Hills","3438","0","Singletrack","Multi-use","One Direction","","0","0","0","36","65","2","0","0","0","24","0","2022-08-12 9:49am","","0","0","108","0","0","942","0","0","0","0","0","0","https://www.trailforks.com/trails/skinny-trail-2/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"560247","Skinny Trail #3","","1","Blue","All Clear / Green","Unknown","Lebanon Hills","3438","0","Singletrack","Multi-use","One Direction","","0","0","0","31","51","2","0","0","0","28","0","2022-08-12 9:50am","","0","0","95","0","0","942","0","0","0.3","0","0","0","https://www.trailforks.com/trails/skinny-trail-3/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"115662","Tedman's Curve","","1","Double Black Diamond","All Clear / Green","Unknown","Lebanon Hills","3438","0","Singletrack","Biking Primary","One Direction","","0","0","4","462","2654","11","0","0","0","853","19442","2018-01-21 12:03am","","0","0","279","31","6","1,104","9","-4","2.079","110","79","30","https://www.trailforks.com/trails/tedman-s-curve/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"3799","Upper Beginner Loop","","1","Green","All Clear / Green","Very Dry","Lebanon Hills","3438","0","Singletrack","Biking Only","One Direction","","0","0","4.35","1062","9985","65","2","0","1","1771","1974","2014-06-04 3:31pm","","0","0","5,772","470","1","1,082","242","-241","0.019","2,578","2,515","680","https://www.trailforks.com/trails/upper-beginner-loop/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"557060","Warmup Black","","1","Black Diamond","All Clear / Green","Ideal","Lebanon Hills","3438","0","Singletrack","Biking Only","Both Directions","","0","0","0","88","207","6","0","0","0","37","0","2022-08-03 9:40am","","0","0","272","0","-9","944","0","-9","-3.4","13","151","20","https://www.trailforks.com/trails/warmup-black/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"557057","Warmup Blue","","1","Blue","All Clear / Green","Ideal","Lebanon Hills","3438","0","Singletrack","Multi-use","One Direction","","0","0","0","38","49","5","0","0","0","26","0","2022-08-03 9:38am","","0","0","190","0","-8","944","0","-6","-4.3","0","102","89","https://www.trailforks.com/trails/warmup-blue/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"557053","Warmup Green","","1","Green","Minor Issue / Yellow","Ideal","Lebanon Hills","3438","0","Singletrack","Biking Only","One Direction","","0","0","0","139","656","7","0","0","0","40","0","2022-08-03 9:36am","","0","0","617","0","-3","943","0","-3","-0.5","43","213","318","https://www.trailforks.com/trails/warmup-green/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"3798","X Loop","","1","Black Diamond","All Clear / Green","Ideal","Lebanon Hills","3438","0","Singletrack","","One Direction","","0","0","4.8","984","12991","60","1","0","1","3062","1340","2014-06-04 3:29pm","","0","0","5,342","632","-3","1,115","135","-138","-0.061","2,314","1,951","1,078","https://www.trailforks.com/trails/x-loop/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
"3797","XX Loop","","1","Double Black Diamond","All Clear / Green","Ideal","Lebanon Hills","3438","0","Singletrack","","One Direction","","0","0","5","652","7100","34","0","1","1","4054","2221","2014-06-04 3:28pm","","0","0","8,476","797","8","1,120","282","-274","0.095","3,509","3,668","1,299","https://www.trailforks.com/trails/xx-loop/","0","Minnesota Off-Road Cyclist",https://www.trailforks.com/directory/7250/","","","",
